China Sklad SAFA,,
Треккод,Дата прибытие,Путь
YT8928389781899,01.10.2023,Авиа Урумчи
78368400018054,01.10.2023,Авиа Урумчи
YT8928637321433,01.10.2023,Авиа Урумчи
YT8928253104722,01.10.2023,Авиа Урумчи
777167458366895,01.10.2023,Авиа Урумчи
9855793815716,01.10.2023,Авиа Урумчи
JT5221534931032,01.10.2023,Авиа Урумчи
YT8928680190239,01.10.2023,Авиа Урумчи
9855792794437,01.10.2023,Авиа Урумчи
YT8928673433910,01.10.2023,Авиа Урумчи
463131089378120,01.10.2023,Авиа Урумчи
9855792381407,01.10.2023,Авиа Урумчи
78368415324969,01.10.2023,Авиа Урумчи
78368695680076,01.10.2023,Авиа Урумчи
YT8929429656412,01.10.2023,Авиа Урумчи
78368832818579,01.10.2023,Авиа Урумчи
JT5221602769936,01.10.2023,Авиа Урумчи
YT8929341146217,01.10.2023,Авиа Урумчи
78369219873907,01.10.2023,Авиа Урумчи
78369238522527,01.10.2023,Авиа Урумчи
JT5222206028692,01.10.2023,Авиа Урумчи
78369152216290,01.10.2023,Авиа Урумчи
78369189072918,01.10.2023,Авиа Урумчи
78369203349225,01.10.2023,Авиа Урумчи
78369509020696,01.10.2023,Авиа Урумчи
78369218291482,01.10.2023,Авиа Урумчи
78369342572528,01.10.2023,Авиа Урумчи
78369252475375,01.10.2023,Авиа Урумчи
YT8929308109642,01.10.2023,Авиа Урумчи
YT8929318763179,01.10.2023,Авиа Урумчи
78369339102646,01.10.2023,Авиа Урумчи
78369270302551,01.10.2023,Авиа Урумчи
YT8929416854702,01.10.2023,Авиа Урумчи
YT8929309675430,01.10.2023,Авиа Урумчи
YT8929415766134,01.10.2023,Авиа Урумчи
YT8929469541181,01.10.2023,Авиа Урумчи
78369346876665,01.10.2023,Авиа Урумчи
YT8929455511325,01.10.2023,Авиа Урумчи
78369358872578,01.10.2023,Авиа Урумчи
9855798743027,01.10.2023,Авиа Урумчи
9855773726791,01.10.2023,Авиа Урумчи
9855773386631,01.10.2023,Авиа Урумчи
9855866764057,01.10.2023,Авиа Урумчи
78369340077085,01.10.2023,Авиа Урумчи
78369502066962,01.10.2023,Авиа Урумчи
78369440790337,01.10.2023,Авиа Урумчи
78369725181741,01.10.2023,Авиа Урумчи
78369473993262,01.10.2023,Авиа Урумчи
78369409085590,01.10.2023,Авиа Урумчи
78369460810075,01.10.2023,Авиа Урумчи
JT5222669914548,01.10.2023,Авиа Урумчи
JT5222779795449,01.10.2023,Авиа Урумчи
777168093797327,01.10.2023,Авиа Урумчи
777168431125282,01.10.2023,Авиа Урумчи
777167783618934,01.10.2023,Авиа Урумчи
463137556890467,01.10.2023,Авиа Урумчи
78369088719673,01.10.2023,Авиа Урумчи
78369001800903,01.10.2023,Авиа Урумчи
463135362306442,01.10.2023,Авиа Урумчи
777168308691609,01.10.2023,Авиа Урумчи
777168431122101,01.10.2023,Авиа Урумчи
YT8928786628227,01.10.2023,Авиа Урумчи
YT8928786627716,01.10.2023,Авиа Урумчи
78368343953175,01.10.2023,Авиа Урумчи
777167701514813,01.10.2023,Авиа Урумчи
JT5222476907058,01.10.2023,Авиа Урумчи
JT5222568719096,01.10.2023,Авиа Урумчи
JT5222751254504,01.10.2023,Авиа Урумчи
JT5222878436688,01.10.2023,Авиа Урумчи
777168317788715,01.10.2023,Авиа Урумчи
YT7416121898200,01.10.2023,Авиа Урумчи
JT5222533347647,01.10.2023,Авиа Урумчи
YT8929346502427,01.10.2023,Авиа Урумчи
JT5222533829407,01.10.2023,Авиа Урумчи
JT5222545986027,01.10.2023,Авиа Урумчи
YT8928759959486,01.10.2023,Авиа Урумчи
9855837986237,01.10.2023,Авиа Урумчи
JT5222541694670,01.10.2023,Авиа Урумчи
463138144236813,01.10.2023,Авиа Урумчи
777168521171968,01.10.2023,Авиа Урумчи
463139323249201,01.10.2023,Авиа Урумчи
463139369302140,01.10.2023,Авиа Урумчи
463145478427560,01.10.2023,Авиа Урумчи
Jh5082510380314,01.10.2023,Авиа Урумчи
JT5221824025681,01.10.2023,Авиа Урумчи
777168534635604616,01.10.2023,Авиа Урумчи
YT8929172881699,01.10.2023,Авиа Урумчи
463137773665044,01.10.2023,Авиа Урумчи
777168609430160,01.10.2023,Авиа Урумчи
YT8929281578749,01.10.2023,Авиа Урумчи
777168318022751523,01.10.2023,Авиа Урумчи
YT8929127566884,01.10.2023,Авиа Урумчи
JT5222576786398,01.10.2023,Авиа Урумчи
777168266300531,01.10.2023,Авиа Урумчи
777168619395284,02.10.2023,Авиа Урумчи
YT8929076442822,02.10.2023,Авиа Урумчи
463139152376991,02.10.2023,Авиа Урумчи
433467035385441,02.10.2023,Авиа Урумчи
JT5221819782217,03.10.2023,Авиа Урумчи
777167372000350,03.10.2023,Авиа Урумчи
777166968564376,03.10.2023,Авиа Урумчи
777168069168563,03.10.2023,Авиа Урумчи
JT5221599697017,03.10.2023,Авиа Урумчи
JT5221864889836,03.10.2023,Авиа Урумчи
78724202602658,03.10.2023,Авиа Урумчи
JT5221068545152,03.10.2023,Авиа Урумчи
JT5221472025577,03.10.2023,Авиа Урумчи
777167471995220,03.10.2023,Авиа Урумчи
777167631727978,03.10.2023,Авиа Урумчи
YT8927907033076,03.10.2023,Авиа Урумчи
JT5221712596619,03.10.2023,Авиа Урумчи
777167681161974,03.10.2023,Авиа Урумчи
JT5221980518825,03.10.2023,Авиа Урумчи
JT5221661332172,03.10.2023,Авиа Урумчи
463125132133456,03.10.2023,Авиа Урумчи
78368918728921,03.10.2023,Авиа Урумчи
YT8928538020073,03.10.2023,Авиа Урумчи
78368624260206,03.10.2023,Авиа Урумчи
JT5220805117269,03.10.2023,Авиа Урумчи
1249205669826,03.10.2023,Авиа Урумчи
78368729979121,03.10.2023,Авиа Урумчи
777167136259108,03.10.2023,Авиа Урумчи
463137200046759,03.10.2023,Авиа Урумчи
JT5222093356009,03.10.2023,Авиа Урумчи
JT5221653198362,03.10.2023,Авиа Урумчи
1250746713626,03.10.2023,Авиа Урумчи
78367727074126,03.10.2023,Авиа Урумчи
JT5221978478464,03.10.2023,Авиа Урумчи
463131749272770,03.10.2023,Авиа Урумчи
78368832363304,03.10.2023,Авиа Урумчи
??,03.10.2023,Авиа Урумчи
??,03.10.2023,Авиа Урумчи
9855721414052,03.10.2023,Авиа Урумчи
JT5221898053802,03.10.2023,Авиа Урумчи
78368386242769,03.10.2023,Авиа Урумчи
78368420810335,03.10.2023,Авиа Урумчи
78368439211790,03.10.2023,Авиа Урумчи
777167459152313,03.10.2023,Авиа Урумчи
78368254514402,03.10.2023,Авиа Урумчи
JT5221990199558,03.10.2023,Авиа Урумчи
JT5221573804129,03.10.2023,Авиа Урумчи
JT5221794911589,03.10.2023,Авиа Урумчи
JT5221508783573,03.10.2023,Авиа Урумчи
78368637873236,03.10.2023,Авиа Урумчи
463132936154455,03.10.2023,Авиа Урумчи
JT5221580962054,03.10.2023,Авиа Урумчи
9855833970280,03.10.2023,Авиа Урумчи
JT5220893225344,03.10.2023,Авиа Урумчи
JT5221425774981,03.10.2023,Авиа Урумчи
78723554123421,03.10.2023,Авиа Урумчи
JT5221120333826,03.10.2023,Авиа Урумчи
777167367625884,03.10.2023,Авиа Урумчи
JT5223198471430,03.10.2023,Авиа Урумчи
433466829152501,03.10.2023,Авиа Урумчи
JT5223153236790,03.10.2023,Авиа Урумчи
78726816365767,03.10.2023,Авиа Урумчи
JT5223196802975,04.10.2023,Авиа Урумчи
78369860838526,04.10.2023,Авиа Урумчи
JT5222859829000,04.10.2023,Авиа Урумчи
777168878388425,04.10.2023,Авиа Урумчи
JT5223065574132,04.10.2023,Авиа Урумчи
777169069614787,04.10.2023,Авиа Урумчи
JT5223309040893,04.10.2023,Авиа Урумчи
JT5222930151715,04.10.2023,Авиа Урумчи
777168746392615,04.10.2023,Авиа Урумчи
JT5223409713477,04.10.2023,Авиа Урумчи
JT5223033228937,04.10.2023,Авиа Урумчи
JT5223241428407,04.10.2023,Авиа Урумчи
JT5223423950169,04.10.2023,Авиа Урумчи
463147305774970,04.10.2023,Авиа Урумчи
9855902223687,04.10.2023,Авиа Урумчи
1257224925526,04.10.2023,Авиа Урумчи
9855840375333,04.10.2023,Авиа Урумчи
78370021393204,04.10.2023,Авиа Урумчи
78369827698463,04.10.2023,Авиа Урумчи
9855852833389,04.10.2023,Авиа Урумчи
9855852852941,04.10.2023,Авиа Урумчи
78369884385750,04.10.2023,Авиа Урумчи
78369422480437,04.10.2023,Авиа Урумчи
78369878296308,04.10.2023,Авиа Урумчи
78369668865745,04.10.2023,Авиа Урумчи
78369858427192,04.10.2023,Авиа Урумчи
JT5222958232230,04.10.2023,Авиа Урумчи
773245748059304,04.10.2023,Авиа Урумчи
JT5223047864772,04.10.2023,Авиа Урумчи
463141058027863,04.10.2023,Авиа Урумчи
YT8928948435694,04.10.2023,Авиа Урумчи
JT5222759953930,04.10.2023,Авиа Урумчи
JT5223221482501,04.10.2023,Авиа Урумчи
777168792401062,04.10.2023,Авиа Урумчи
777168793048544,04.10.2023,Авиа Урумчи
JT5223432011593,04.10.2023,Авиа Урумчи
JT5223447485557,04.10.2023,Авиа Урумчи
JT5223284429312,04.10.2023,Авиа Урумчи
78369886521230,04.10.2023,Авиа Урумчи
777168878388681,04.10.2023,Авиа Урумчи
777168563171319,04.10.2023,Авиа Урумчи
777168878310140,04.10.2023,Авиа Урумчи
JT5223418360350,04.10.2023,Авиа Урумчи
463145182038990,04.10.2023,Авиа Урумчи
YT8928858954496,04.10.2023,Авиа Урумчи
777168836833670,04.10.2023,Авиа Урумчи
JT5223224720417,04.10.2023,Авиа Урумчи
78369982662666,04.10.2023,Авиа Урумчи
78369867969181,04.10.2023,Авиа Урумчи
78369283258421,04.10.2023,Авиа Урумчи
JT5223222940311,04.10.2023,Авиа Урумчи
777168785222873,04.10.2023,Авиа Урумчи
JT5222981319959,04.10.2023,Авиа Урумчи
777168907687664,04.10.2023,Авиа Урумчи
JT5223027455715,04.10.2023,Авиа Урумчи
JT5222837686581,04.10.2023,Авиа Урумчи
JT5222867412288,04.10.2023,Авиа Урумчи
JT5223047817293,04.10.2023,Авиа Урумчи
JT5223113279457,04.10.2023,Авиа Урумчи
78369714986329,04.10.2023,Авиа Урумчи
777168697529052,04.10.2023,Авиа Урумчи
777168695838467,04.10.2023,Авиа Урумчи
JT5223070422076,04.10.2023,Авиа Урумчи
JT5223008334437,04.10.2023,Авиа Урумчи
YT8929041250551,04.10.2023,Авиа Урумчи
JT5223073872420,04.10.2023,Авиа Урумчи
777168663641828,04.10.2023,Авиа Урумчи
777167897490757,04.10.2023,Авиа Урумчи
JT5223072710625,04.10.2023,Авиа Урумчи
JT5222847244137,04.10.2023,Авиа Урумчи
8216125300601,04.10.2023,Авиа Урумчи
JT5223070265642,04.10.2023,Авиа Урумчи
JT5222842615593,04.10.2023,Авиа Урумчи
JT5222849820186,04.10.2023,Авиа Урумчи
1258646524526,04.10.2023,Авиа Урумчи
78369711220046,04.10.2023,Авиа Урумчи
YT8929213314933,04.10.2023,Авиа Урумчи
777168861505158,04.10.2023,Авиа Урумчи
463140689325340,04.10.2023,Авиа Урумчи
JT5222881065649,04.10.2023,Авиа Урумчи
8215529741901,04.10.2023,Авиа Урумчи
78369858435199,04.10.2023,Авиа Урумчи
1260473120526,04.10.2023,Авиа Урумчи
JT5223021242565,04.10.2023,Авиа Урумчи
YT8928979033962,04.10.2023,Авиа Урумчи
78370011404263,04.10.2023,Авиа Урумчи
78369654941126,04.10.2023,Авиа Урумчи
1258698609626,04.10.2023,Авиа Урумчи
78369632308579,04.10.2023,Авиа Урумчи
78369886566070,04.10.2023,Авиа Урумчи
78370128781962,04.10.2023,Авиа Урумчи
78370290458409,04.10.2023,Авиа Урумчи
78727707388677,04.10.2023,Авиа Урумчи
78370361440590,04.10.2023,Авиа Урумчи
78370334000674,04.10.2023,Авиа Урумчи
JT5223550919869,04.10.2023,Авиа Урумчи
78727703027228,04.10.2023,Авиа Урумчи
78727611855774,04.10.2023,Авиа Урумчи
YT8929955697053,04.10.2023,Авиа Урумчи
777168983208889,04.10.2023,Авиа Урумчи
JT5180226609533,04.10.2023,Авиа Урумчи
773246212732234,04.10.2023,Авиа Урумчи
78370140767034,04.10.2023,Авиа Урумчи
463142208024107,04.10.2023,Авиа Урумчи
78370331230618,04.10.2023,Авиа Урумчи
JT5223548468449,04.10.2023,Авиа Урумчи
JT3047954484070,04.10.2023,Авиа Урумчи
JT5223543926011,04.10.2023,Авиа Урумчи
JT5223677180504,04.10.2023,Авиа Урумчи
JT5223545368780,04.10.2023,Авиа Урумчи
YT8930020301009,04.10.2023,Авиа Урумчи
78370362461989,04.10.2023,Авиа Урумчи
777166816013170,04.10.2023,Авиа Урумчи
JT5223433557809,04.10.2023,Авиа Урумчи
YT8928949016029,04.10.2023,Авиа Урумчи
YT8930193613242,04.10.2023,Авиа Урумчи
JT5223522150274,04.10.2023,Авиа Урумчи
777168477033550,04.10.2023,Авиа Урумчи
JT5222663641776,04.10.2023,Авиа Урумчи
JT5222849088819,04.10.2023,Авиа Урумчи
78369864797745,04.10.2023,Авиа Урумчи
78369987799165,04.10.2023,Авиа Урумчи
463142225856034,04.10.2023,Авиа Урумчи
JT5222777472100,04.10.2023,Авиа Урумчи
463138000517369,04.10.2023,Авиа Урумчи
JT5223475055958,04.10.2023,Авиа Урумчи
78369694578607,04.10.2023,Авиа Урумчи
9855861300159,04.10.2023,Авиа Урумчи
777169041173070,04.10.2023,Авиа Урумчи
JT5223497970473,04.10.2023,Авиа Урумчи
463140464362572,04.10.2023,Авиа Урумчи
JT5222933260442,04.10.2023,Авиа Урумчи
JT5222938311386,04.10.2023,Авиа Урумчи
463139259630047,04.10.2023,Авиа Урумчи
JT5222533428704,04.10.2023,Авиа Урумчи
YT8929069545437,04.10.2023,Авиа Урумчи
YT8929995025171,04.10.2023,Авиа Урумчи
78370308622888,04.10.2023,Авиа Урумчи
777169064943997,04.10.2023,Авиа Урумчи
463140438810884,04.10.2023,Авиа Урумчи
YT8929039010459,04.10.2023,Авиа Урумчи
8215295697301,04.10.2023,Авиа Урумчи
9855863748409,04.10.2023,Авиа Урумчи
1256420967926,04.10.2023,Авиа Урумчи
463134598730734,04.10.2023,Авиа Урумчи
78369598448810,04.10.2023,Авиа Урумчи
9855840324278,04.10.2023,Авиа Урумчи
JT5222368422726,04.10.2023,Авиа Урумчи
78369585942307,04.10.2023,Авиа Урумчи
YT8928728359419,04.10.2023,Авиа Урумчи
78369585943211,04.10.2023,Авиа Урумчи
453135357772891,04.10.2023,Авиа Урумчи
777167774861464,04.10.2023,Авиа Урумчи
463136390226277,04.10.2023,Авиа Урумчи
9855844989040,04.10.2023,Авиа Урумчи
78369003869590,04.10.2023,Авиа Урумчи
9855840323906,04.10.2023,Авиа Урумчи
JT5222558003260,04.10.2023,Авиа Урумчи
9855844989484,04.10.2023,Авиа Урумчи
777168696988105,04.10.2023,Авиа Урумчи
YT8929024993343,04.10.2023,Авиа Урумчи
78369217218232,04.10.2023,Авиа Урумчи
78369288657964,04.10.2023,Авиа Урумчи
78726420085055,04.10.2023,Авиа Урумчи
YT8928914497505,04.10.2023,Авиа Урумчи
JT5222301837406,04.10.2023,Авиа Урумчи
YT8928914496836,04.10.2023,Авиа Урумчи
YT8929414655651,04.10.2023,Авиа Урумчи
463136797275866,04.10.2023,Авиа Урумчи
JT3047422754165,04.10.2023,Авиа Урумчи
78369217035630,04.10.2023,Авиа Урумчи
YT8929011828078,04.10.2023,Авиа Урумчи
777168686009718,04.10.2023,Авиа Урумчи
JT5222385825902,04.10.2023,Авиа Урумчи
78369365998724,04.10.2023,Авиа Урумчи
78369276754115,04.10.2023,Авиа Урумчи
JT5222388016028,04.10.2023,Авиа Урумчи
9855851590338,04.10.2023,Авиа Урумчи
YT8929474113513,04.10.2023,Авиа Урумчи
78369135051471,04.10.2023,Авиа Урумчи
777167619047441,04.10.2023,Авиа Урумчи
78369576918652,04.10.2023,Авиа Урумчи
78369197217005,04.10.2023,Авиа Урумчи
